id_date;region;DEP;retail_and_recreation;grocery_and_pharmacy;parks;transit_stations;workplaces;residential
18/07/2020;Nouvelle-Aquitaine;24;9.0;23.0;198.0;27.0;2.0;0.0
18/07/2020;Bourgogne-Franche-Comté;25;-23.0;-12.0;155.0;27.0;0.0;-1.0
18/07/2020;Auvergne-Rhône-Alpes;26;-3.0;3.0;183.0;175.0;0.0;0.0
18/07/2020;Normandy;27;-15.0;-9.0;135.0;148.0;-6.0;-1.0
18/07/2020;Centre-Val de Loire;28;-18.0;-13.0;60.0;134.0;-2.0;-1.0
18/07/2020;Brittany;29;-8.0;11.0;344.0;45.0;2.0;-2.0
18/07/2020;Occitanie;30;1.0;11.0;203.0;71.0;2.0;-1.0
18/07/2020;Occitanie;31;-32.0;-17.0;38.0;-6.0;-3.0;-2.0
18/07/2020;Occitanie;32;4.0;1.0;73.0;;-3.0;0.0
18/07/2020;Nouvelle-Aquitaine;33;-17.0;-1.0;159.0;0.0;2.0;-2.0
18/07/2020;Occitanie;34;5.0;11.0;212.0;31.0;4.0;-2.0
18/07/2020;Brittany;35;-25.0;-10.0;146.0;-5.0;1.0;-3.0
18/07/2020;Centre-Val de Loire;36;-11.0;-1.0;81.0;222.0;0.0;0.0
18/07/2020;Centre-Val de Loire;37;-18.0;-9.0;134.0;46.0;1.0;-2.0
18/07/2020;Auvergne-Rhône-Alpes;38;-25.0;-13.0;71.0;-9.0;-2.0;-2.0
18/07/2020;Bourgogne-Franche-Comté;39;0.0;4.0;239.0;56.0;2.0;-1.0
18/07/2020;Nouvelle-Aquitaine;40;39.0;50.0;779.0;73.0;8.0;-1.0
18/07/2020;Centre-Val de Loire;41;-6.0;-3.0;95.0;177.0;2.0;0.0
18/07/2020;Auvergne-Rhône-Alpes;42;-21.0;-10.0;56.0;7.0;-2.0;-2.0
18/07/2020;Auvergne-Rhône-Alpes;43;13.0;15.0;179.0;;1.0;-1.0
18/07/2020;Pays de la Loire;44;-23.0;-10.0;168.0;9.0;0.0;-3.0
18/07/2020;Centre-Val de Loire;45;-20.0;-12.0;67.0;11.0;1.0;-1.0
18/07/2020;Occitanie;46;39.0;38.0;281.0;73.0;6.0;0.0
18/07/2020;Nouvelle-Aquitaine;47;-9.0;2.0;91.0;25.0;0.0;-1.0
18/07/2020;Occitanie;48;93.0;75.0;352.0;;14.0;
18/07/2020;Pays de la Loire;49;-25.0;-11.0;60.0;52.0;-2.0;-2.0
18/07/2020;Normandy;50;13.0;12.0;235.0;121.0;3.0;-2.0
18/07/2020;Grand Est;51;-19.0;-14.0;70.0;13.0;-6.0;-1.0
18/07/2020;Grand Est;52;-13.0;-7.0;141.0;74.0;4.0;-1.0
18/07/2020;Pays de la Loire;53;-33.0;-15.0;49.0;73.0;-2.0;0.0
18/07/2020;Grand Est;54;-23.0;-17.0;86.0;10.0;-6.0;-1.0
18/07/2020;Grand Est;55;-10.0;-4.0;157.0;3.0;1.0;-1.0
18/07/2020;Brittany;56;6.0;25.0;330.0;93.0;3.0;-2.0
18/07/2020;Grand Est;57;-22.0;-10.0;105.0;1.0;-6.0;0.0
18/07/2020;Bourgogne-Franche-Comté;58;-5.0;4.0;167.0;64.0;-1.0;0.0
18/07/2020;Hauts-de-France;59;-26.0;-19.0;82.0;-19.0;-6.0;-1.0
18/07/2020;Hauts-de-France;60;-22.0;-14.0;84.0;8.0;-3.0;-1.0
18/07/2020;Normandy;61;-14.0;-3.0;65.0;;-1.0;-1.0
18/07/2020;Hauts-de-France;62;-16.0;-9.0;201.0;16.0;-4.0;-1.0
18/07/2020;Auvergne-Rhône-Alpes;63;-26.0;-7.0;88.0;66.0;-3.0;-1.0
18/07/2020;Nouvelle-Aquitaine;64;-5.0;5.0;225.0;45.0;2.0;-2.0
18/07/2020;Occitanie;65;-15.0;2.0;56.0;17.0;-5.0;-2.0
18/07/2020;Occitanie;66;14.0;28.0;318.0;59.0;8.0;-1.0
18/07/2020;Grand Est;67;-24.0;-12.0;82.0;-12.0;-6.0;0.0
18/07/2020;Grand Est;68;-15.0;-8.0;120.0;-19.0;-4.0;0.0
18/07/2020;Auvergne-Rhône-Alpes;69;-27.0;-17.0;35.0;-15.0;-2.0;-3.0
18/07/2020;Bourgogne-Franche-Comté;70;-5.0;-5.0;96.0;-4.0;2.0;0.0
18/07/2020;Bourgogne-Franche-Comté;71;-13.0;-7.0;101.0;63.0;-1.0;0.0
18/07/2020;Pays de la Loire;72;-19.0;-16.0;70.0;80.0;-5.0;-1.0
18/07/2020;Auvergne-Rhône-Alpes;73;-31.0;-14.0;37.0;-54.0;-21.0;-1.0
18/07/2020;Auvergne-Rhône-Alpes;74;-17.0;-3.0;122.0;4.0;-11.0;-2.0
18/07/2020;Île-de-France;75;-40.0;-28.0;-1.0;-17.0;-9.0;-3.0
18/07/2020;Normandy;76;-20.0;-10.0;127.0;25.0;-6.0;-1.0
18/07/2020;Île-de-France;77;-28.0;-12.0;64.0;-24.0;-9.0;-1.0
18/07/2020;Île-de-France;78;-26.0;-17.0;39.0;-7.0;-1.0;-2.0
18/07/2020;Nouvelle-Aquitaine;79;-22.0;-9.0;61.0;145.0;0.0;-1.0
18/07/2020;Hauts-de-France;80;-9.0;8.0;355.0;122.0;2.0;-2.0
18/07/2020;Occitanie;81;-21.0;-4.0;6.0;11.0;-1.0;-1.0
18/07/2020;Occitanie;82;-16.0;0.0;82.0;218.0;-1.0;-1.0
18/07/2020;Provence-Alpes-Côte d'Azur;83;19.0;22.0;254.0;93.0;3.0;-1.0
18/07/2020;Provence-Alpes-Côte d'Azur;84;-9.0;7.0;180.0;100.0;1.0;-1.0
18/07/2020;Pays de la Loire;85;28.0;33.0;481.0;151.0;10.0;-1.0
18/07/2020;Nouvelle-Aquitaine;86;-22.0;-12.0;61.0;75.0;-3.0;-1.0
18/07/2020;Nouvelle-Aquitaine;87;-23.0;-7.0;89.0;67.0;-1.0;0.0
18/07/2020;Grand Est;88;-6.0;-1.0;208.0;71.0;-2.0;0.0
18/07/2020;Bourgogne-Franche-Comté;89;-12.0;-5.0;171.0;22.0;-2.0;0.0
18/07/2020;Bourgogne-Franche-Comté;90;-21.0;-15.0;91.0;3.0;2.0;-1.0
18/07/2020;Île-de-France;91;-28.0;-16.0;34.0;-20.0;-5.0;-1.0
18/07/2020;Île-de-France;92;-35.0;-23.0;27.0;-22.0;-2.0;-3.0
18/07/2020;Île-de-France;93;-26.0;-8.0;98.0;-7.0;-12.0;-1.0
18/07/2020;Île-de-France;94;-29.0;-17.0;36.0;-17.0;-9.0;-2.0
18/07/2020;Île-de-France;95;-23.0;-17.0;71.0;-33.0;-7.0;-1.0
18/07/2020;Corsica;210;81.0;66.0;622.0;119.0;20.0;-2.0
18/07/2020;Corsica;220;52.0;51.0;342.0;250.0;9.0;-2.0
19/07/2020;Auvergne-Rhône-Alpes;1;6.0;7.0;153.0;27.0;11.0;-3.0
19/07/2020;Hauts-de-France;2;1.0;7.0;91.0;24.0;13.0;-2.0
19/07/2020;Auvergne-Rhône-Alpes;3;16.0;21.0;207.0;134.0;7.0;-2.0
19/07/2020;Provence-Alpes-Côte d'Azur;4;77.0;;354.0;6.0;7.0;-2.0
19/07/2020;Provence-Alpes-Côte d'Azur;5;21.0;60.0;114.0;7.0;-5.0;-5.0
19/07/2020;Provence-Alpes-Côte d'Azur;6;2.0;13.0;52.0;1.0;10.0;-2.0
19/07/2020;Auvergne-Rhône-Alpes;7;102.0;181.0;345.0;12.0;22.0;-3.0
19/07/2020;Grand Est;8;19.0;25.0;279.0;-23.0;10.0;-3.0
19/07/2020;Occitanie;9;26.0;46.0;120.0;;11.0;-3.0
19/07/2020;Grand Est;10;6.0;12.0;224.0;33.0;9.0;-2.0
19/07/2020;Occitanie;11;83.0;126.0;209.0;84.0;17.0;-3.0
19/07/2020;Occitanie;12;61.0;66.0;212.0;214.0;13.0;-5.0
19/07/2020;Provence-Alpes-Côte d'Azur;13;-6.0;11.0;72.0;6.0;9.0;-4.0
19/07/2020;Normandy;14;49.0;87.0;254.0;56.0;19.0;-4.0
19/07/2020;Auvergne-Rhône-Alpes;15;49.0;;216.0;;10.0;-4.0
19/07/2020;Nouvelle-Aquitaine;16;-6.0;16.0;107.0;23.0;10.0;-3.0
19/07/2020;Nouvelle-Aquitaine;17;95.0;137.0;398.0;140.0;29.0;-3.0
19/07/2020;Centre-Val de Loire;18;-1.0;20.0;152.0;64.0;11.0;-2.0
19/07/2020;Nouvelle-Aquitaine;19;21.0;38.0;169.0;104.0;8.0;-3.0
19/07/2020;Bourgogne-Franche-Comté;21;-12.0;6.0;95.0;36.0;13.0;-3.0
19/07/2020;Brittany;22;43.0;107.0;275.0;78.0;13.0;-4.0
19/07/2020;Nouvelle-Aquitaine;23;45.0;;183.0;;4.0;
19/07/2020;Nouvelle-Aquitaine;24;46.0;76.0;225.0;21.0;13.0;-2.0
19/07/2020;Bourgogne-Franche-Comté;25;-8.0;11.0;167.0;32.0;12.0;-4.0
19/07/2020;Auvergne-Rhône-Alpes;26;16.0;36.0;195.0;129.0;10.0;-3.0
19/07/2020;Normandy;27;8.0;4.0;128.0;176.0;14.0;-3.0
19/07/2020;Centre-Val de Loire;28;-6.0;0.0;91.0;72.0;16.0;-2.0
19/07/2020;Brittany;29;30.0;70.0;290.0;35.0;18.0;-4.0
19/07/2020;Occitanie;30;34.0;47.0;217.0;75.0;16.0;-3.0
19/07/2020;Occitanie;31;-31.0;-10.0;28.0;-15.0;14.0;-4.0
19/07/2020;Occitanie;32;12.0;13.0;61.0;;8.0;-2.0
19/07/2020;Nouvelle-Aquitaine;33;-8.0;20.0;115.0;-9.0;16.0;-5.0
19/07/2020;Occitanie;34;35.0;57.0;187.0;28.0;22.0;-4.0
19/07/2020;Brittany;35;-4.0;17.0;155.0;-8.0;17.0;-7.0
19/07/2020;Centre-Val de Loire;36;11.0;23.0;98.0;122.0;9.0;-2.0
19/07/2020;Centre-Val de Loire;37;-3.0;10.0;146.0;24.0;17.0;-4.0
19/07/2020;Auvergne-Rhône-Alpes;38;-9.0;1.0;99.0;-8.0;11.0;-5.0
19/07/2020;Bourgogne-Franche-Comté;39;33.0;38.0;278.0;52.0;8.0;-3.0
19/07/2020;Nouvelle-Aquitaine;40;89.0;141.0;620.0;39.0;22.0;-2.0
19/07/2020;Centre-Val de Loire;41;18.0;8.0;154.0;112.0;14.0;-2.0
19/07/2020;Auvergne-Rhône-Alpes;42;-9.0;0.0;86.0;5.0;13.0;-4.0
19/07/2020;Auvergne-Rhône-Alpes;43;39.0;65.0;213.0;;11.0;-4.0
19/07/2020;Pays de la Loire;44;-6.0;23.0;163.0;3.0;22.0;-7.0
19/07/2020;Centre-Val de Loire;45;-12.0;7.0;114.0;12.0;17.0;-2.0
19/07/2020;Occitanie;46;98.0;;281.0;69.0;19.0;-2.0
19/07/2020;Nouvelle-Aquitaine;47;3.0;27.0;89.0;13.0;9.0;-2.0
19/07/2020;Occitanie;48;;;396.0;;25.0;
19/07/2020;Pays de la Loire;49;-10.0;4.0;71.0;10.0;15.0;-5.0
19/07/2020;Normandy;50;68.0;79.0;242.0;73.0;19.0;-4.0
19/07/2020;Grand Est;51;-1.0;4.0;94.0;2.0;13.0;-3.0
19/07/2020;Grand Est;52;4.0;23.0;159.0;127.0;16.0;-3.0
19/07/2020;Pays de la Loire;53;-21.0;0.0;71.0;41.0;12.0;-3.0
19/07/2020;Grand Est;54;-15.0;-3.0;76.0;13.0;8.0;-3.0
19/07/2020;Grand Est;55;16.0;;194.0;-7.0;11.0;-2.0
19/07/2020;Brittany;56;39.0;107.0;244.0;83.0;20.0;-5.0
19/07/2020;Grand Est;57;-10.0;2.0;160.0;-2.0;9.0;-2.0
19/07/2020;Bourgogne-Franche-Comté;58;23.0;29.0;259.0;58.0;13.0;-2.0
19/07/2020;Hauts-de-France;59;-15.0;-7.0;109.0;-15.0;15.0;-3.0
19/07/2020;Hauts-de-France;60;-6.0;-1.0;132.0;-14.0;12.0;-3.0
19/07/2020;Normandy;61;4.0;33.0;78.0;;12.0;-4.0
19/07/2020;Hauts-de-France;62;11.0;20.0;195.0;13.0;10.0;-2.0
19/07/2020;Auvergne-Rhône-Alpes;63;0.0;17.0;128.0;40.0;10.0;-4.0
19/07/2020;Nouvelle-Aquitaine;64;21.0;42.0;201.0;61.0;11.0;-4.0
19/07/2020;Occitanie;65;7.0;32.0;91.0;34.0;0.0;-4.0
19/07/2020;Occitanie;66;50.0;84.0;290.0;81.0;19.0;-3.0
19/07/2020;Grand Est;67;-13.0;20.0;94.0;-8.0;8.0;-4.0
19/07/2020;Grand Est;68;7.0;38.0;145.0;-30.0;8.0;-3.0
19/07/2020;Auvergne-Rhône-Alpes;69;-24.0;-8.0;69.0;-17.0;16.0;-5.0
19/07/2020;Bourgogne-Franche-Comté;70;22.0;17.0;125.0;;12.0;-3.0
19/07/2020;Bourgogne-Franche-Comté;71;8.0;9.0;112.0;67.0;7.0;-2.0
19/07/2020;Pays de la Loire;72;-2.0;13.0;89.0;31.0;14.0;-4.0
19/07/2020;Auvergne-Rhône-Alpes;73;-28.0;1.0;64.0;-33.0;-24.0;-4.0
19/07/2020;Auvergne-Rhône-Alpes;74;3.0;14.0;155.0;18.0;-6.0;-5.0
19/07/2020;Île-de-France;75;-37.0;-27.0;10.0;-17.0;6.0;-5.0
19/07/2020;Normandy;76;0.0;21.0;165.0;23.0;12.0;-3.0
19/07/2020;Île-de-France;77;-19.0;-2.0;93.0;-26.0;6.0;-2.0
19/07/2020;Île-de-France;78;-21.0;-12.0;42.0;3.0;24.0;-4.0
19/07/2020;Nouvelle-Aquitaine;79;-12.0;7.0;98.0;119.0;10.0;-4.0
19/07/2020;Hauts-de-France;80;30.0;42.0;441.0;74.0;17.0;-3.0
19/07/2020;Occitanie;81;-7.0;22.0;50.0;32.0;9.0;-3.0
19/07/2020;Occitanie;82;-6.0;16.0;72.0;105.0;8.0;-2.0
19/07/2020;Provence-Alpes-Côte d'Azur;83;65.0;58.0;176.0;90.0;19.0;-2.0
19/07/2020;Provence-Alpes-Côte d'Azur;84;13.0;37.0;173.0;79.0;13.0;-3.0
19/07/2020;Pays de la Loire;85;97.0;167.0;491.0;132.0;29.0;-4.0
19/07/2020;Nouvelle-Aquitaine;86;-11.0;2.0;77.0;37.0;12.0;-4.0
19/07/2020;Nouvelle-Aquitaine;87;-12.0;16.0;94.0;24.0;19.0;-3.0
19/07/2020;Grand Est;88;36.0;35.0;295.0;64.0;8.0;-3.0
19/07/2020;Bourgogne-Franche-Comté;89;9.0;11.0;174.0;43.0;13.0;-2.0
19/07/2020;Bourgogne-Franche-Comté;90;-2.0;9.0;;2.0;16.0;-4.0
19/07/2020;Île-de-France;91;-15.0;-6.0;70.0;-29.0;15.0;-3.0
19/07/2020;Île-de-France;92;-26.0;-14.0;41.0;-18.0;17.0;-5.0
19/07/2020;Île-de-France;93;-26.0;-3.0;119.0;-12.0;-3.0;-3.0
19/07/2020;Île-de-France;94;-21.0;-7.0;52.0;-16.0;7.0;-4.0
19/07/2020;Île-de-France;95;-11.0;-7.0;88.0;-37.0;9.0;-3.0
19/07/2020;Corsica;210;129.0;132.0;563.0;75.0;36.0;-3.0
19/07/2020;Corsica;220;101.0;97.0;349.0;184.0;24.0;-4.0
20/07/2020;Auvergne-Rhône-Alpes;1;-5.0;2.0;143.0;-12.0;-32.0;7.0
20/07/2020;Hauts-de-France;2;-2.0;-1.0;75.0;0.0;-31.0;6.0
20/07/2020;Auvergne-Rhône-Alpes;3;6.0;5.0;169.0;42.0;-29.0;6.0
20/07/2020;Provence-Alpes-Côte d'Azur;4;53.0;56.0;453.0;-11.0;-27.0;4.0
20/07/2020;Provence-Alpes-Côte d'Azur;5;35.0;54.0;170.0;-12.0;-27.0;2.0
20/07/2020;Provence-Alpes-Côte d'Azur;6;12.0;9.0;132.0;-2.0;-31.0;4.0
20/07/2020;Auvergne-Rhône-Alpes;7;50.0;60.0;431.0;-35.0;-28.0;6.0
20/07/2020;Grand Est;8;9.0;9.0;212.0;-33.0;-30.0;6.0
20/07/2020;Occitanie;9;15.0;26.0;181.0;;-27.0;5.0
20/07/2020;Grand Est;10;5.0;1.0;123.0;8.0;-29.0;5.0
20/07/2020;Occitanie;11;48.0;48.0;274.0;56.0;-27.0;4.0
20/07/2020;Occitanie;12;31.0;29.0;244.0;63.0;-28.0;5.0
20/07/2020;Provence-Alpes-Côte d'Azur;13;1.0;5.0;144.0;-9.0;-32.0;5.0
20/07/2020;Normandy;14;22.0;28.0;314.0;16.0;-32.0;5.0
20/07/2020;Auvergne-Rhône-Alpes;15;28.0;56.0;228.0;;-25.0;5.0
20/07/2020;Nouvelle-Aquitaine;16;-5.0;10.0;105.0;-2.0;-29.0;6.0
20/07/2020;Nouvelle-Aquitaine;17;67.0;63.0;639.0;74.0;-24.0;5.0
20/07/2020;Centre-Val de Loire;18;-2.0;9.0;122.0;12.0;-32.0;6.0
20/07/2020;Nouvelle-Aquitaine;19;11.0;23.0;192.0;47.0;-28.0;6.0
20/07/2020;Bourgogne-Franche-Comté;21;-6.0;3.0;109.0;6.0;-33.0;6.0
20/07/2020;Brittany;22;30.0;43.0;452.0;30.0;-30.0;5.0
20/07/2020;Nouvelle-Aquitaine;23;15.0;25.0;;32.0;-32.0;6.0
20/07/2020;Nouvelle-Aquitaine;24;28.0;46.0;293.0;1.0;-25.0;5.0
20/07/2020;Bourgogne-Franche-Comté;25;-3.0;0.0;190.0;-10.0;-36.0;7.0
20/07/2020;Auvergne-Rhône-Alpes;26;10.0;16.0;233.0;58.0;-29.0;5.0
20/07/2020;Normandy;27;-3.0;0.0;97.0;14.0;-34.0;7.0
20/07/2020;Centre-Val de Loire;28;-6.0;1.0;45.0;5.0;-32.0;7.0
20/07/2020;Brittany;29;31.0;33.0;518.0;16.0;-31.0;5.0
20/07/2020;Occitanie;30;23.0;26.0;324.0;15.0;-28.0;5.0
20/07/2020;Occitanie;31;-16.0;-3.0;70.0;-19.0;-39.0;8.0
20/07/2020;Occitanie;32;21.0;12.0;97.0;-34.0;-29.0;5.0
20/07/2020;Nouvelle-Aquitaine;33;3.0;14.0;198.0;-18.0;-32.0;6.0
20/07/2020;Occitanie;34;33.0;29.0;329.0;6.0;-30.0;4.0
20/07/2020;Brittany;35;-3.0;6.0;228.0;-21.0;-34.0;6.0
20/07/2020;Centre-Val de Loire;36;-3.0;13.0;92.0;54.0;-31.0;6.0
20/07/2020;Centre-Val de Loire;37;-1.0;3.0;183.0;-7.0;-32.0;5.0
20/07/2020;Auvergne-Rhône-Alpes;38;-8.0;-1.0;103.0;-11.0;-33.0;6.0
20/07/2020;Bourgogne-Franche-Comté;39;25.0;25.0;361.0;13.0;-31.0;5.0
20/07/2020;Nouvelle-Aquitaine;40;66.0;69.0;902.0;27.0;-22.0;5.0
20/07/2020;Centre-Val de Loire;41;12.0;11.0;235.0;43.0;-29.0;6.0
20/07/2020;Auvergne-Rhône-Alpes;42;-8.0;-1.0;69.0;-21.0;-30.0;5.0
20/07/2020;Auvergne-Rhône-Alpes;43;20.0;21.0;229.0;51.0;-29.0;6.0
20/07/2020;Pays de la Loire;44;3.0;9.0;262.0;-17.0;-35.0;6.0
20/07/2020;Centre-Val de Loire;45;-10.0;1.0;99.0;-14.0;-33.0;7.0
20/07/2020;Occitanie;46;55.0;65.0;376.0;16.0;-27.0;6.0
20/07/2020;Nouvelle-Aquitaine;47;3.0;12.0;120.0;7.0;-28.0;6.0
20/07/2020;Occitanie;48;90.0;104.0;;;-28.0;4.0
20/07/2020;Pays de la Loire;49;-8.0;2.0;83.0;-13.0;-34.0;6.0
20/07/2020;Normandy;50;39.0;35.0;357.0;35.0;-29.0;5.0
20/07/2020;Grand Est;51;-3.0;-3.0;87.0;-13.0;-33.0;6.0
20/07/2020;Grand Est;52;9.0;5.0;135.0;70.0;-29.0;5.0
20/07/2020;Pays de la Loire;53;-13.0;-4.0;65.0;-7.0;-30.0;6.0
20/07/2020;Grand Est;54;-11.0;-6.0;99.0;-18.0;-36.0;7.0
20/07/2020;Grand Est;55;-1.0;3.0;145.0;-23.0;-33.0;6.0
20/07/2020;Brittany;56;36.0;48.0;467.0;45.0;-27.0;4.0
20/07/2020;Grand Est;57;-8.0;-1.0;71.0;-26.0;-34.0;7.0
20/07/2020;Bourgogne-Franche-Comté;58;15.0;19.0;211.0;10.0;-30.0;6.0
20/07/2020;Hauts-de-France;59;-3.0;-4.0;116.0;-32.0;-37.0;6.0
20/07/2020;Hauts-de-France;60;-5.0;-3.0;85.0;-35.0;-34.0;7.0
20/07/2020;Normandy;61;1.0;11.0;90.0;7.0;-27.0;5.0
20/07/2020;Hauts-de-France;62;12.0;9.0;294.0;-17.0;-33.0;6.0
20/07/2020;Auvergne-Rhône-Alpes;63;-7.0;8.0;131.0;-3.0;-33.0;6.0
20/07/2020;Nouvelle-Aquitaine;64;18.0;27.0;244.0;28.0;-27.0;5.0
20/07/2020;Occitanie;65;7.0;20.0;156.0;17.0;-30.0;5.0
20/07/2020;Occitanie;66;48.0;51.0;407.0;37.0;-23.0;3.0
20/07/2020;Grand Est;67;-10.0;-6.0;77.0;-27.0;-34.0;6.0
20/07/2020;Grand Est;68;-1.0;6.0;159.0;-31.0;-31.0;6.0
20/07/2020;Auvergne-Rhône-Alpes;69;-14.0;-6.0;60.0;-25.0;-36.0;6.0
20/07/2020;Bourgogne-Franche-Comté;70;7.0;11.0;119.0;-40.0;-30.0;7.0
20/07/2020;Bourgogne-Franche-Comté;71;5.0;7.0;123.0;40.0;-30.0;6.0
20/07/2020;Pays de la Loire;72;-2.0;-2.0;69.0;5.0;-32.0;6.0
20/07/2020;Auvergne-Rhône-Alpes;73;-23.0;4.0;56.0;-31.0;-34.0;4.0
20/07/2020;Auvergne-Rhône-Alpes;74;5.0;12.0;229.0;4.0;-32.0;4.0
20/07/2020;Île-de-France;75;-35.0;-20.0;-2.0;-27.0;-45.0;6.0
20/07/2020;Normandy;76;-1.0;5.0;190.0;-14.0;-35.0;6.0
20/07/2020;Île-de-France;77;-13.0;0.0;49.0;-35.0;-38.0;8.0
20/07/2020;Île-de-France;78;-12.0;-5.0;15.0;-34.0;-42.0;8.0
20/07/2020;Nouvelle-Aquitaine;79;-6.0;1.0;96.0;31.0;-33.0;6.0
20/07/2020;Hauts-de-France;80;9.0;20.0;481.0;17.0;-32.0;6.0
20/07/2020;Occitanie;81;-1.0;7.0;65.0;-8.0;-32.0;6.0
20/07/2020;Occitanie;82;-1.0;8.0;111.0;85.0;-31.0;6.0
20/07/2020;Provence-Alpes-Côte d'Azur;83;45.0;40.0;333.0;54.0;-26.0;4.0
20/07/2020;Provence-Alpes-Côte d'Azur;84;11.0;21.0;226.0;25.0;-29.0;5.0
20/07/2020;Pays de la Loire;85;68.0;63.0;646.0;32.0;-25.0;5.0
20/07/2020;Nouvelle-Aquitaine;86;-10.0;-1.0;95.0;5.0;-34.0;6.0
20/07/2020;Nouvelle-Aquitaine;87;-9.0;6.0;127.0;-8.0;-34.0;6.0
20/07/2020;Grand Est;88;18.0;17.0;304.0;-3.0;-30.0;6.0
20/07/2020;Bourgogne-Franche-Comté;89;0.0;3.0;152.0;24.0;-30.0;6.0
20/07/2020;Bourgogne-Franche-Comté;90;-2.0;-3.0;;-17.0;-37.0;7.0
20/07/2020;Île-de-France;91;-12.0;-4.0;28.0;-38.0;-38.0;8.0
20/07/2020;Île-de-France;92;-23.0;-12.0;42.0;-37.0;-43.0;8.0
20/07/2020;Île-de-France;93;-17.0;-3.0;58.0;-23.0;-35.0;6.0
20/07/2020;Île-de-France;94;-16.0;-7.0;34.0;-32.0;-39.0;7.0
20/07/2020;Île-de-France;95;-8.0;-6.0;44.0;-41.0;-37.0;7.0
20/07/2020;Corsica;210;107.0;81.0;;56.0;-14.0;2.0
20/07/2020;Corsica;220;62.0;62.0;508.0;100.0;-18.0;2.0
21/07/2020;Auvergne-Rhône-Alpes;1;-3.0;0.0;153.0;-15.0;-32.0;7.0
21/07/2020;Hauts-de-France;2;-3.0;-4.0;92.0;-8.0;-30.0;6.0
21/07/2020;Auvergne-Rhône-Alpes;3;8.0;5.0;188.0;22.0;-28.0;6.0
21/07/2020;Provence-Alpes-Côte d'Azur;4;44.0;47.0;451.0;-8.0;-26.0;3.0
21/07/2020;Provence-Alpes-Côte d'Azur;5;39.0;52.0;204.0;-7.0;-27.0;3.0
21/07/2020;Provence-Alpes-Côte d'Azur;6;14.0;12.0;149.0;-1.0;-30.0;5.0
21/07/2020;Auvergne-Rhône-Alpes;7;45.0;49.0;417.0;-39.0;-27.0;5.0
21/07/2020;Grand Est;8;10.0;8.0;223.0;-30.0;-30.0;5.0
21/07/2020;Occitanie;9;14.0;20.0;191.0;;-26.0;4.0
21/07/2020;Grand Est;10;4.0;-1.0;120.0;7.0;-28.0;5.0
21/07/2020;Occitanie;11;44.0;41.0;280.0;36.0;-26.0;4.0
21/07/2020;Occitanie;12;24.0;27.0;242.0;58.0;-27.0;5.0
21/07/2020;Provence-Alpes-Côte d'Azur;13;1.0;3.0;152.0;-11.0;-32.0;5.0
21/07/2020;Normandy;14;18.0;21.0;302.0;19.0;-31.0;5.0
21/07/2020;Auvergne-Rhône-Alpes;15;24.0;38.0;229.0;;-26.0;5.0
21/07/2020;Nouvelle-Aquitaine;16;-6.0;5.0;110.0;-11.0;-29.0;6.0
21/07/2020;Nouvelle-Aquitaine;17;63.0;56.0;663.0;74.0;-23.0;4.0
21/07/2020;Centre-Val de Loire;18;1.0;4.0;128.0;9.0;-31.0;7.0
21/07/2020;Nouvelle-Aquitaine;19;11.0;17.0;200.0;37.0;-28.0;5.0
21/07/2020;Bourgogne-Franche-Comté;21;-9.0;0.0;107.0;1.0;-32.0;6.0
21/07/2020;Brittany;22;27.0;36.0;444.0;30.0;-30.0;5.0
21/07/2020;Nouvelle-Aquitaine;23;13.0;20.0;161.0;18.0;-30.0;5.0
21/07/2020;Nouvelle-Aquitaine;24;28.0;31.0;290.0;-2.0;-25.0;5.0
21/07/2020;Bourgogne-Franche-Comté;25;-2.0;-1.0;182.0;-7.0;-35.0;6.0
21/07/2020;Auvergne-Rhône-Alpes;26;6.0;7.0;218.0;32.0;-28.0;6.0
21/07/2020;Normandy;27;-5.0;-3.0;98.0;4.0;-33.0;7.0
21/07/2020;Centre-Val de Loire;28;-7.0;-2.0;49.0;-5.0;-32.0;7.0
21/07/2020;Brittany;29;26.0;28.0;574.0;16.0;-30.0;5.0
21/07/2020;Occitanie;30;21.0;20.0;318.0;19.0;-28.0;5.0
21/07/2020;Occitanie;31;-17.0;-6.0;74.0;-23.0;-38.0;8.0
21/07/2020;Occitanie;32;11.0;3.0;85.0;-18.0;-28.0;6.0
21/07/2020;Nouvelle-Aquitaine;33;1.0;7.0;189.0;-20.0;-31.0;6.0
21/07/2020;Occitanie;34;27.0;23.0;303.0;-1.0;-29.0;4.0
21/07/2020;Brittany;35;-4.0;5.0;238.0;-23.0;-33.0;5.0
21/07/2020;Centre-Val de Loire;36;-1.0;7.0;99.0;31.0;-29.0;6.0
21/07/2020;Centre-Val de Loire;37;-3.0;0.0;219.0;-14.0;-32.0;6.0
21/07/2020;Auvergne-Rhône-Alpes;38;-10.0;-3.0;94.0;-18.0;-32.0;7.0
21/07/2020;Bourgogne-Franche-Comté;39;23.0;20.0;343.0;12.0;-30.0;6.0
21/07/2020;Nouvelle-Aquitaine;40;59.0;56.0;822.0;32.0;-22.0;4.0
21/07/2020;Centre-Val de Loire;41;15.0;9.0;246.0;25.0;-29.0;6.0
21/07/2020;Auvergne-Rhône-Alpes;42;-9.0;-3.0;49.0;-25.0;-30.0;7.0
21/07/2020;Auvergne-Rhône-Alpes;43;19.0;17.0;209.0;41.0;-30.0;5.0
