id_date;region;DEP;retail_and_recreation;grocery_and_pharmacy;parks;transit_stations;workplaces;residential
15/02/2020;Auvergne-Rhône-Alpes;1;3.0;3.0;72.0;84.0;1.0;-1.0
15/02/2020;Hauts-de-France;2;3.0;-2.0;25.0;60.0;1.0;0.0
15/02/2020;Auvergne-Rhône-Alpes;3;8.0;-3.0;38.0;46.0;4.0;-1.0
15/02/2020;Provence-Alpes-Côte d'Azur;4;12.0;12.0;35.0;54.0;7.0;-1.0
15/02/2020;Provence-Alpes-Côte d'Azur;5;17.0;12.0;36.0;98.0;1.0;0.0
15/02/2020;Provence-Alpes-Côte d'Azur;6;6.0;-1.0;64.0;19.0;0.0;-1.0
15/02/2020;Auvergne-Rhône-Alpes;7;6.0;-1.0;37.0;11.0;7.0;-2.0
15/02/2020;Grand Est;8;14.0;-4.0;51.0;11.0;0.0;-1.0
15/02/2020;Occitanie;9;11.0;12.0;51.0;63.0;-2.0;-1.0
15/02/2020;Grand Est;10;-6.0;-1.0;38.0;32.0;-5.0;-1.0
15/02/2020;Occitanie;11;5.0;-2.0;63.0;41.0;-1.0;-1.0
15/02/2020;Occitanie;12;-1.0;-4.0;26.0;39.0;-4.0;-1.0
15/02/2020;Provence-Alpes-Côte d'Azur;13;-5.0;-3.0;27.0;8.0;-1.0;-1.0
15/02/2020;Normandy;14;2.0;2.0;16.0;62.0;-3.0;1.0
15/02/2020;Auvergne-Rhône-Alpes;15;8.0;6.0;33.0;45.0;0.0;0.0
15/02/2020;Nouvelle-Aquitaine;16;-2.0;-2.0;20.0;13.0;3.0;-1.0
15/02/2020;Nouvelle-Aquitaine;17;10.0;5.0;45.0;42.0;3.0;0.0
15/02/2020;Centre-Val de Loire;18;1.0;-3.0;32.0;59.0;-1.0;-1.0
15/02/2020;Nouvelle-Aquitaine;19;4.0;2.0;24.0;34.0;0.0;0.0
15/02/2020;Bourgogne-Franche-Comté;21;0.0;5.0;43.0;45.0;3.0;0.0
15/02/2020;Brittany;22;-4.0;0.0;-2.0;14.0;-2.0;1.0
15/02/2020;Nouvelle-Aquitaine;23;19.0;0.0;19.0;18.0;2.0;-1.0
15/02/2020;Nouvelle-Aquitaine;24;7.0;1.0;22.0;16.0;0.0;0.0
15/02/2020;Bourgogne-Franche-Comté;25;5.0;1.0;76.0;17.0;2.0;-1.0
15/02/2020;Auvergne-Rhône-Alpes;26;6.0;-1.0;47.0;45.0;2.0;-1.0
15/02/2020;Normandy;27;-1.0;-3.0;12.0;27.0;-2.0;0.0
15/02/2020;Centre-Val de Loire;28;-1.0;-6.0;7.0;41.0;-2.0;0.0
15/02/2020;Brittany;29;-11.0;-3.0;-21.0;13.0;-3.0;2.0
15/02/2020;Occitanie;30;-1.0;-6.0;36.0;27.0;-5.0;-2.0
15/02/2020;Occitanie;31;-10.0;-10.0;28.0;11.0;-7.0;-2.0
15/02/2020;Occitanie;32;-5.0;-8.0;16.0;;-5.0;0.0
15/02/2020;Nouvelle-Aquitaine;33;6.0;3.0;58.0;20.0;1.0;-1.0
15/02/2020;Occitanie;34;-4.0;-7.0;33.0;15.0;-6.0;-2.0
15/02/2020;Brittany;35;-8.0;-2.0;-5.0;6.0;-4.0;0.0
15/02/2020;Centre-Val de Loire;36;1.0;-3.0;21.0;76.0;-2.0;-1.0
15/02/2020;Centre-Val de Loire;37;0.0;-1.0;29.0;18.0;-1.0;-1.0
15/02/2020;Auvergne-Rhône-Alpes;38;2.0;3.0;58.0;31.0;2.0;-1.0
15/02/2020;Bourgogne-Franche-Comté;39;15.0;9.0;56.0;68.0;9.0;0.0
15/02/2020;Nouvelle-Aquitaine;40;11.0;5.0;67.0;27.0;0.0;-1.0
15/02/2020;Centre-Val de Loire;41;5.0;0.0;9.0;70.0;0.0;-1.0
15/02/2020;Auvergne-Rhône-Alpes;42;1.0;0.0;31.0;17.0;2.0;-1.0
15/02/2020;Auvergne-Rhône-Alpes;43;8.0;-3.0;31.0;31.0;2.0;0.0
15/02/2020;Pays de la Loire;44;-6.0;-6.0;3.0;9.0;-3.0;0.0
15/02/2020;Centre-Val de Loire;45;-2.0;-1.0;21.0;15.0;-1.0;0.0
15/02/2020;Occitanie;46;3.0;-1.0;20.0;28.0;-3.0;0.0
15/02/2020;Nouvelle-Aquitaine;47;2.0;-1.0;19.0;25.0;3.0;0.0
15/02/2020;Occitanie;48;18.0;2.0;29.0;;-2.0;
15/02/2020;Pays de la Loire;49;-6.0;-3.0;12.0;19.0;-2.0;0.0
15/02/2020;Normandy;50;0.0;-1.0;0.0;29.0;-2.0;1.0
15/02/2020;Grand Est;51;-3.0;-1.0;14.0;40.0;-3.0;0.0
15/02/2020;Grand Est;52;15.0;0.0;34.0;78.0;3.0;-1.0
15/02/2020;Pays de la Loire;53;-7.0;-1.0;-6.0;42.0;-4.0;0.0
15/02/2020;Grand Est;54;3.0;-8.0;64.0;24.0;-2.0;-1.0
15/02/2020;Grand Est;55;9.0;-1.0;24.0;42.0;-3.0;-1.0
15/02/2020;Brittany;56;-2.0;-2.0;-8.0;6.0;-3.0;1.0
15/02/2020;Grand Est;57;2.0;-1.0;42.0;17.0;-2.0;-1.0
15/02/2020;Bourgogne-Franche-Comté;58;6.0;1.0;30.0;39.0;3.0;0.0
15/02/2020;Hauts-de-France;59;-4.0;-5.0;-3.0;0.0;-3.0;0.0
15/02/2020;Hauts-de-France;60;-2.0;-3.0;27.0;8.0;-2.0;0.0
15/02/2020;Normandy;61;-3.0;1.0;8.0;20.0;-3.0;0.0
15/02/2020;Hauts-de-France;62;-3.0;-5.0;-3.0;4.0;-1.0;0.0
15/02/2020;Auvergne-Rhône-Alpes;63;2.0;0.0;42.0;38.0;5.0;-1.0
15/02/2020;Nouvelle-Aquitaine;64;7.0;0.0;61.0;19.0;2.0;-1.0
15/02/2020;Occitanie;65;3.0;9.0;41.0;39.0;-3.0;-1.0
15/02/2020;Occitanie;66;-3.0;0.0;28.0;9.0;-3.0;0.0
15/02/2020;Grand Est;67;-1.0;0.0;57.0;22.0;0.0;-1.0
15/02/2020;Grand Est;68;1.0;-3.0;51.0;17.0;-2.0;-1.0
15/02/2020;Auvergne-Rhône-Alpes;69;6.0;2.0;59.0;17.0;2.0;-1.0
15/02/2020;Bourgogne-Franche-Comté;70;5.0;-2.0;21.0;;5.0;-1.0
15/02/2020;Bourgogne-Franche-Comté;71;6.0;-2.0;39.0;90.0;5.0;-1.0
15/02/2020;Pays de la Loire;72;-4.0;-2.0;10.0;35.0;-2.0;1.0
15/02/2020;Auvergne-Rhône-Alpes;73;12.0;13.0;45.0;59.0;2.0;-1.0
15/02/2020;Auvergne-Rhône-Alpes;74;8.0;14.0;53.0;41.0;2.0;-1.0
15/02/2020;Île-de-France;75;-4.0;-8.0;7.0;4.0;-7.0;-1.0
15/02/2020;Normandy;76;-1.0;-2.0;7.0;8.0;-3.0;0.0
15/02/2020;Île-de-France;77;-9.0;-12.0;11.0;12.0;-9.0;-1.0
15/02/2020;Île-de-France;78;-15.0;-11.0;8.0;-2.0;-11.0;-2.0
15/02/2020;Nouvelle-Aquitaine;79;-2.0;0.0;9.0;45.0;4.0;0.0
15/02/2020;Hauts-de-France;80;0.0;4.0;17.0;21.0;-1.0;0.0
15/02/2020;Occitanie;81;-15.0;-9.0;-26.0;29.0;-6.0;-1.0
15/02/2020;Occitanie;82;-7.0;-5.0;23.0;164.0;-4.0;-1.0
15/02/2020;Provence-Alpes-Côte d'Azur;83;0.0;-3.0;25.0;30.0;0.0;-1.0
15/02/2020;Provence-Alpes-Côte d'Azur;84;0.0;1.0;50.0;29.0;0.0;-1.0
15/02/2020;Pays de la Loire;85;0.0;0.0;14.0;37.0;-1.0;0.0
15/02/2020;Nouvelle-Aquitaine;86;14.0;0.0;19.0;20.0;3.0;-1.0
15/02/2020;Nouvelle-Aquitaine;87;-4.0;-1.0;47.0;25.0;1.0;0.0
15/02/2020;Grand Est;88;9.0;9.0;62.0;40.0;2.0;-1.0
15/02/2020;Bourgogne-Franche-Comté;89;7.0;1.0;76.0;98.0;3.0;0.0
15/02/2020;Bourgogne-Franche-Comté;90;0.0;-3.0;56.0;12.0;2.0;0.0
15/02/2020;Île-de-France;91;-13.0;-13.0;9.0;9.0;-9.0;-2.0
15/02/2020;Île-de-France;92;-20.0;-14.0;-6.0;-6.0;-8.0;-2.0
15/02/2020;Île-de-France;93;-6.0;-4.0;16.0;6.0;-7.0;0.0
15/02/2020;Île-de-France;94;-12.0;-8.0;-4.0;-1.0;-8.0;-1.0
15/02/2020;Île-de-France;95;-13.0;-14.0;20.0;3.0;-7.0;-1.0
15/02/2020;Corsica;210;5.0;-3.0;25.0;14.0;2.0;-1.0
15/02/2020;Corsica;220;0.0;-4.0;14.0;41.0;3.0;-1.0
16/02/2020;Auvergne-Rhône-Alpes;1;16.0;8.0;28.0;23.0;2.0;0.0
16/02/2020;Hauts-de-France;2;7.0;-1.0;-22.0;15.0;-4.0;0.0
16/02/2020;Auvergne-Rhône-Alpes;3;23.0;8.0;47.0;24.0;2.0;-1.0
16/02/2020;Provence-Alpes-Côte d'Azur;4;37.0;25.0;46.0;36.0;-1.0;0.0
16/02/2020;Provence-Alpes-Côte d'Azur;5;52.0;48.0;64.0;42.0;4.0;-1.0
16/02/2020;Provence-Alpes-Côte d'Azur;6;2.0;7.0;29.0;14.0;-2.0;0.0
16/02/2020;Auvergne-Rhône-Alpes;7;9.0;6.0;-10.0;14.0;-3.0;1.0
16/02/2020;Grand Est;8;10.0;3.0;31.0;11.0;0.0;-1.0
16/02/2020;Occitanie;9;37.0;30.0;56.0;;0.0;-1.0
16/02/2020;Grand Est;10;-8.0;4.0;19.0;9.0;2.0;-1.0
16/02/2020;Occitanie;11;12.0;9.0;16.0;29.0;1.0;-1.0
16/02/2020;Occitanie;12;17.0;6.0;24.0;35.0;-3.0;-3.0
16/02/2020;Provence-Alpes-Côte d'Azur;13;-4.0;-1.0;-17.0;4.0;-1.0;0.0
16/02/2020;Normandy;14;6.0;3.0;-7.0;34.0;-3.0;1.0
16/02/2020;Auvergne-Rhône-Alpes;15;23.0;;65.0;;6.0;-1.0
16/02/2020;Nouvelle-Aquitaine;16;9.0;5.0;37.0;21.0;-2.0;-2.0
16/02/2020;Nouvelle-Aquitaine;17;31.0;22.0;58.0;39.0;1.0;-1.0
16/02/2020;Centre-Val de Loire;18;21.0;8.0;68.0;38.0;-1.0;-2.0
16/02/2020;Nouvelle-Aquitaine;19;21.0;17.0;30.0;32.0;1.0;-2.0
16/02/2020;Bourgogne-Franche-Comté;21;7.0;9.0;33.0;30.0;1.0;0.0
16/02/2020;Brittany;22;-2.0;-2.0;-21.0;11.0;-6.0;1.0
16/02/2020;Nouvelle-Aquitaine;23;31.0;;39.0;52.0;2.0;
16/02/2020;Nouvelle-Aquitaine;24;26.0;10.0;38.0;18.0;1.0;-2.0
16/02/2020;Bourgogne-Franche-Comté;25;19.0;14.0;72.0;19.0;0.0;-1.0
16/02/2020;Auvergne-Rhône-Alpes;26;10.0;6.0;20.0;28.0;1.0;0.0
16/02/2020;Normandy;27;2.0;-3.0;-16.0;34.0;-5.0;0.0
16/02/2020;Centre-Val de Loire;28;7.0;-2.0;-9.0;28.0;-3.0;0.0
16/02/2020;Brittany;29;10.0;-5.0;-27.0;7.0;-5.0;1.0
16/02/2020;Occitanie;30;8.0;-4.0;-11.0;15.0;-3.0;-1.0
16/02/2020;Occitanie;31;-10.0;1.0;-2.0;5.0;-2.0;-2.0
16/02/2020;Occitanie;32;3.0;1.0;8.0;;-4.0;-2.0
16/02/2020;Nouvelle-Aquitaine;33;6.0;10.0;54.0;15.0;0.0;-1.0
16/02/2020;Occitanie;34;-8.0;-9.0;-44.0;2.0;-6.0;0.0
16/02/2020;Brittany;35;-4.0;-8.0;-24.0;-3.0;-7.0;0.0
16/02/2020;Centre-Val de Loire;36;17.0;10.0;40.0;45.0;2.0;-2.0
16/02/2020;Centre-Val de Loire;37;6.0;2.0;30.0;16.0;-2.0;-1.0
16/02/2020;Auvergne-Rhône-Alpes;38;16.0;15.0;57.0;6.0;1.0;-1.0
16/02/2020;Bourgogne-Franche-Comté;39;25.0;19.0;40.0;15.0;0.0;0.0
16/02/2020;Nouvelle-Aquitaine;40;23.0;22.0;79.0;10.0;2.0;-1.0
16/02/2020;Centre-Val de Loire;41;17.0;6.0;41.0;41.0;2.0;-1.0
16/02/2020;Auvergne-Rhône-Alpes;42;9.0;5.0;19.0;13.0;0.0;0.0
16/02/2020;Auvergne-Rhône-Alpes;43;8.0;6.0;17.0;41.0;-4.0;0.0
16/02/2020;Pays de la Loire;44;-6.0;-2.0;-24.0;4.0;-1.0;-1.0
16/02/2020;Centre-Val de Loire;45;14.0;10.0;33.0;14.0;4.0;-1.0
16/02/2020;Occitanie;46;25.0;14.0;33.0;29.0;-2.0;-2.0
16/02/2020;Nouvelle-Aquitaine;47;25.0;15.0;24.0;19.0;3.0;-1.0
16/02/2020;Occitanie;48;20.0;;7.0;;-3.0;
16/02/2020;Pays de la Loire;49;-2.0;-6.0;-9.0;11.0;0.0;-1.0
16/02/2020;Normandy;50;2.0;-9.0;-14.0;15.0;-6.0;0.0
16/02/2020;Grand Est;51;13.0;1.0;18.0;19.0;-3.0;-1.0
16/02/2020;Grand Est;52;18.0;5.0;22.0;34.0;2.0;-2.0
16/02/2020;Pays de la Loire;53;2.0;-10.0;-18.0;27.0;-5.0;-1.0
16/02/2020;Grand Est;54;8.0;0.0;27.0;5.0;1.0;-1.0
16/02/2020;Grand Est;55;16.0;;10.0;3.0;-3.0;-1.0
16/02/2020;Brittany;56;-5.0;-1.0;-27.0;-7.0;-5.0;1.0
16/02/2020;Grand Est;57;10.0;-10.0;47.0;16.0;-1.0;-1.0
16/02/2020;Bourgogne-Franche-Comté;58;24.0;19.0;53.0;43.0;2.0;-2.0
16/02/2020;Hauts-de-France;59;2.0;-9.0;-30.0;-1.0;-2.0;0.0
16/02/2020;Hauts-de-France;60;0.0;-3.0;-19.0;-2.0;-3.0;0.0
16/02/2020;Normandy;61;-7.0;-4.0;-3.0;13.0;-6.0;0.0
16/02/2020;Hauts-de-France;62;-4.0;-9.0;-37.0;-4.0;-4.0;1.0
16/02/2020;Auvergne-Rhône-Alpes;63;16.0;12.0;43.0;19.0;2.0;-1.0
16/02/2020;Nouvelle-Aquitaine;64;18.0;17.0;63.0;30.0;0.0;-2.0
16/02/2020;Occitanie;65;29.0;34.0;85.0;56.0;-1.0;-3.0
16/02/2020;Occitanie;66;12.0;15.0;35.0;17.0;0.0;-1.0
16/02/2020;Grand Est;67;22.0;21.0;55.0;23.0;2.0;-3.0
16/02/2020;Grand Est;68;24.0;24.0;72.0;12.0;3.0;-2.0
16/02/2020;Auvergne-Rhône-Alpes;69;7.0;4.0;15.0;10.0;0.0;0.0
16/02/2020;Bourgogne-Franche-Comté;70;19.0;1.0;17.0;;2.0;-1.0
16/02/2020;Bourgogne-Franche-Comté;71;16.0;9.0;19.0;44.0;1.0;-1.0
16/02/2020;Pays de la Loire;72;1.0;-3.0;-6.0;19.0;-3.0;0.0
16/02/2020;Auvergne-Rhône-Alpes;73;34.0;38.0;61.0;36.0;2.0;0.0
16/02/2020;Auvergne-Rhône-Alpes;74;27.0;29.0;57.0;36.0;3.0;0.0
16/02/2020;Île-de-France;75;-2.0;-9.0;0.0;3.0;-1.0;-2.0
16/02/2020;Normandy;76;2.0;-4.0;-11.0;6.0;-4.0;0.0
16/02/2020;Île-de-France;77;-3.0;-7.0;1.0;12.0;-1.0;-1.0
16/02/2020;Île-de-France;78;-14.0;-10.0;-18.0;-1.0;-2.0;-2.0
16/02/2020;Nouvelle-Aquitaine;79;6.0;6.0;16.0;31.0;-3.0;-1.0
16/02/2020;Hauts-de-France;80;2.0;-4.0;-8.0;13.0;-2.0;1.0
16/02/2020;Occitanie;81;13.0;21.0;20.0;132.0;-2.0;-3.0
16/02/2020;Occitanie;82;9.0;7.0;19.0;52.0;3.0;-2.0
16/02/2020;Provence-Alpes-Côte d'Azur;83;0.0;-4.0;-21.0;17.0;-2.0;1.0
16/02/2020;Provence-Alpes-Côte d'Azur;84;10.0;9.0;16.0;24.0;-1.0;-1.0
16/02/2020;Pays de la Loire;85;5.0;10.0;7.0;13.0;0.0;0.0
16/02/2020;Nouvelle-Aquitaine;86;23.0;-7.0;36.0;17.0;-2.0;-1.0
16/02/2020;Nouvelle-Aquitaine;87;11.0;12.0;35.0;29.0;2.0;-1.0
16/02/2020;Grand Est;88;47.0;42.0;91.0;24.0;2.0;-2.0
16/02/2020;Bourgogne-Franche-Comté;89;20.0;11.0;58.0;59.0;-1.0;-1.0
16/02/2020;Bourgogne-Franche-Comté;90;20.0;7.0;97.0;9.0;5.0;-1.0
16/02/2020;Île-de-France;91;-7.0;-7.0;-12.0;10.0;0.0;-1.0
16/02/2020;Île-de-France;92;-6.0;-9.0;-36.0;-1.0;0.0;-2.0
16/02/2020;Île-de-France;93;-9.0;-2.0;-17.0;5.0;-2.0;-1.0
16/02/2020;Île-de-France;94;-7.0;-8.0;-28.0;4.0;-2.0;-2.0
16/02/2020;Île-de-France;95;-8.0;-9.0;-19.0;3.0;-2.0;-1.0
16/02/2020;Corsica;210;12.0;2.0;16.0;10.0;2.0;-1.0
16/02/2020;Corsica;220;10.0;4.0;9.0;10.0;2.0;-1.0
17/02/2020;Auvergne-Rhône-Alpes;1;-4.0;2.0;-2.0;3.0;0.0;2.0
17/02/2020;Hauts-de-France;2;4.0;2.0;12.0;6.0;-21.0;5.0
17/02/2020;Auvergne-Rhône-Alpes;3;-2.0;2.0;9.0;7.0;0.0;2.0
17/02/2020;Provence-Alpes-Côte d'Azur;4;26.0;19.0;65.0;6.0;-19.0;4.0
17/02/2020;Provence-Alpes-Côte d'Azur;5;50.0;48.0;104.0;22.0;-15.0;4.0
17/02/2020;Provence-Alpes-Côte d'Azur;6;5.0;2.0;33.0;2.0;-17.0;4.0
17/02/2020;Auvergne-Rhône-Alpes;7;-5.0;1.0;0.0;1.0;0.0;2.0
17/02/2020;Grand Est;8;3.0;1.0;40.0;-13.0;-20.0;5.0
17/02/2020;Occitanie;9;12.0;19.0;63.0;;-24.0;6.0
17/02/2020;Grand Est;10;0.0;0.0;-1.0;-2.0;-19.0;5.0
17/02/2020;Occitanie;11;2.0;3.0;17.0;15.0;-24.0;5.0
17/02/2020;Occitanie;12;0.0;5.0;16.0;-11.0;-24.0;6.0
17/02/2020;Provence-Alpes-Côte d'Azur;13;-2.0;-5.0;-18.0;-4.0;-20.0;4.0
17/02/2020;Normandy;14;8.0;10.0;42.0;13.0;-21.0;5.0
17/02/2020;Auvergne-Rhône-Alpes;15;8.0;21.0;36.0;47.0;2.0;2.0
17/02/2020;Nouvelle-Aquitaine;16;-3.0;2.0;0.0;7.0;0.0;1.0
17/02/2020;Nouvelle-Aquitaine;17;7.0;8.0;47.0;14.0;1.0;1.0
17/02/2020;Centre-Val de Loire;18;1.0;4.0;2.0;-5.0;-20.0;5.0
17/02/2020;Nouvelle-Aquitaine;19;1.0;7.0;-3.0;12.0;0.0;2.0
17/02/2020;Bourgogne-Franche-Comté;21;-1.0;2.0;4.0;5.0;0.0;2.0
17/02/2020;Brittany;22;7.0;11.0;55.0;3.0;-22.0;5.0
17/02/2020;Nouvelle-Aquitaine;23;5.0;8.0;10.0;19.0;-3.0;2.0
17/02/2020;Nouvelle-Aquitaine;24;0.0;5.0;7.0;3.0;-1.0;2.0
17/02/2020;Bourgogne-Franche-Comté;25;0.0;2.0;10.0;-3.0;0.0;2.0
17/02/2020;Auvergne-Rhône-Alpes;26;-1.0;2.0;10.0;15.0;1.0;2.0
17/02/2020;Normandy;27;3.0;3.0;16.0;3.0;-21.0;5.0
17/02/2020;Centre-Val de Loire;28;4.0;2.0;3.0;-3.0;-20.0;5.0
17/02/2020;Brittany;29;9.0;8.0;54.0;5.0;-21.0;5.0
17/02/2020;Occitanie;30;1.0;-1.0;0.0;-10.0;-22.0;5.0
17/02/2020;Occitanie;31;-3.0;-1.0;2.0;-7.0;-25.0;5.0
17/02/2020;Occitanie;32;-2.0;-1.0;9.0;-38.0;-22.0;5.0
17/02/2020;Nouvelle-Aquitaine;33;-2.0;6.0;6.0;6.0;0.0;1.0
17/02/2020;Occitanie;34;4.0;1.0;0.0;-4.0;-23.0;5.0
17/02/2020;Brittany;35;4.0;5.0;45.0;-5.0;-20.0;5.0
17/02/2020;Centre-Val de Loire;36;11.0;1.0;2.0;10.0;-19.0;4.0
17/02/2020;Centre-Val de Loire;37;3.0;3.0;20.0;-3.0;-18.0;4.0
17/02/2020;Auvergne-Rhône-Alpes;38;3.0;2.0;27.0;6.0;1.0;2.0
17/02/2020;Bourgogne-Franche-Comté;39;15.0;13.0;19.0;7.0;0.0;1.0
17/02/2020;Nouvelle-Aquitaine;40;-1.0;3.0;12.0;4.0;1.0;2.0
17/02/2020;Centre-Val de Loire;41;8.0;8.0;19.0;8.0;-19.0;5.0
17/02/2020;Auvergne-Rhône-Alpes;42;-6.0;1.0;-5.0;3.0;1.0;2.0
17/02/2020;Auvergne-Rhône-Alpes;43;1.0;1.0;9.0;20.0;2.0;2.0
17/02/2020;Pays de la Loire;44;6.0;2.0;49.0;-4.0;-19.0;4.0
17/02/2020;Centre-Val de Loire;45;-3.0;4.0;2.0;-7.0;-20.0;5.0
17/02/2020;Occitanie;46;-3.0;5.0;10.0;-16.0;-23.0;5.0
17/02/2020;Nouvelle-Aquitaine;47;-2.0;3.0;1.0;6.0;0.0;2.0
17/02/2020;Occitanie;48;8.0;5.0;15.0;27.0;-27.0;6.0
17/02/2020;Pays de la Loire;49;2.0;3.0;14.0;-5.0;-20.0;5.0
17/02/2020;Normandy;50;10.0;9.0;37.0;12.0;-20.0;5.0
17/02/2020;Grand Est;51;1.0;1.0;17.0;-3.0;-20.0;5.0
17/02/2020;Grand Est;52;1.0;-3.0;-12.0;4.0;-20.0;5.0
17/02/2020;Pays de la Loire;53;0.0;2.0;11.0;0.0;-20.0;5.0
17/02/2020;Grand Est;54;-2.0;-7.0;-12.0;-16.0;-23.0;5.0
17/02/2020;Grand Est;55;1.0;1.0;-1.0;-5.0;-25.0;6.0
17/02/2020;Brittany;56;7.0;8.0;55.0;5.0;-20.0;4.0
17/02/2020;Grand Est;57;0.0;0.0;-13.0;-13.0;-21.0;5.0
17/02/2020;Bourgogne-Franche-Comté;58;4.0;7.0;7.0;13.0;0.0;2.0
17/02/2020;Hauts-de-France;59;5.0;-1.0;2.0;-9.0;-20.0;4.0
17/02/2020;Hauts-de-France;60;5.0;4.0;32.0;-11.0;-19.0;5.0
17/02/2020;Normandy;61;2.0;5.0;20.0;-13.0;-20.0;5.0
17/02/2020;Hauts-de-France;62;8.0;2.0;7.0;-10.0;-22.0;5.0
17/02/2020;Auvergne-Rhône-Alpes;63;3.0;5.0;29.0;4.0;1.0;2.0
17/02/2020;Nouvelle-Aquitaine;64;-3.0;1.0;-14.0;1.0;0.0;2.0
17/02/2020;Occitanie;65;17.0;23.0;117.0;16.0;-23.0;6.0
17/02/2020;Occitanie;66;6.0;7.0;30.0;-4.0;-21.0;4.0
17/02/2020;Grand Est;67;-3.0;-3.0;-13.0;-8.0;-17.0;4.0
17/02/2020;Grand Est;68;-2.0;1.0;12.0;-2.0;-16.0;4.0
17/02/2020;Auvergne-Rhône-Alpes;69;-5.0;-3.0;-13.0;1.0;0.0;2.0
17/02/2020;Bourgogne-Franche-Comté;70;4.0;0.0;1.0;-7.0;0.0;1.0
17/02/2020;Bourgogne-Franche-Comté;71;0.0;0.0;-5.0;10.0;1.0;1.0
17/02/2020;Pays de la Loire;72;4.0;4.0;15.0;4.0;-20.0;4.0
17/02/2020;Auvergne-Rhône-Alpes;73;18.0;21.0;52.0;7.0;2.0;2.0
17/02/2020;Auvergne-Rhône-Alpes;74;13.0;19.0;37.0;16.0;1.0;1.0
17/02/2020;Île-de-France;75;-4.0;-5.0;13.0;-12.0;-16.0;2.0
17/02/2020;Normandy;76;7.0;4.0;22.0;-6.0;-21.0;4.0
17/02/2020;Île-de-France;77;7.0;0.0;9.0;-7.0;-22.0;5.0
17/02/2020;Île-de-France;78;2.0;2.0;12.0;-18.0;-24.0;5.0
17/02/2020;Nouvelle-Aquitaine;79;1.0;2.0;8.0;13.0;0.0;1.0
17/02/2020;Hauts-de-France;80;5.0;7.0;37.0;-2.0;-20.0;5.0
17/02/2020;Occitanie;81;-5.0;-2.0;-24.0;-9.0;-27.0;6.0
17/02/2020;Occitanie;82;0.0;-1.0;-6.0;68.0;-25.0;6.0
17/02/2020;Provence-Alpes-Côte d'Azur;83;0.0;-2.0;-6.0;0.0;-20.0;5.0
17/02/2020;Provence-Alpes-Côte d'Azur;84;0.0;3.0;2.0;-1.0;-20.0;5.0
17/02/2020;Pays de la Loire;85;9.0;8.0;39.0;-11.0;-19.0;5.0
17/02/2020;Nouvelle-Aquitaine;86;6.0;2.0;18.0;11.0;0.0;1.0
17/02/2020;Nouvelle-Aquitaine;87;1.0;1.0;2.0;6.0;-2.0;2.0
17/02/2020;Grand Est;88;18.0;21.0;52.0;-18.0;-22.0;6.0
17/02/2020;Bourgogne-Franche-Comté;89;2.0;2.0;8.0;11.0;-2.0;2.0
17/02/2020;Bourgogne-Franche-Comté;90;-4.0;-6.0;-22.0;-2.0;-2.0;2.0
17/02/2020;Île-de-France;91;1.0;-2.0;-1.0;-9.0;-22.0;5.0
17/02/2020;Île-de-France;92;-3.0;-5.0;10.0;-17.0;-19.0;3.0
17/02/2020;Île-de-France;93;-1.0;0.0;5.0;-8.0;-18.0;4.0
17/02/2020;Île-de-France;94;0.0;0.0;7.0;-15.0;-20.0;4.0
17/02/2020;Île-de-France;95;2.0;-4.0;10.0;-7.0;-21.0;4.0
17/02/2020;Corsica;210;5.0;0.0;21.0;-3.0;-15.0;4.0
17/02/2020;Corsica;220;-1.0;1.0;9.0;0.0;-16.0;3.0
18/02/2020;Auvergne-Rhône-Alpes;1;3.0;4.0;46.0;2.0;1.0;1.0
18/02/2020;Hauts-de-France;2;6.0;0.0;19.0;3.0;-19.0;5.0
18/02/2020;Auvergne-Rhône-Alpes;3;7.0;2.0;19.0;7.0;2.0;1.0
18/02/2020;Provence-Alpes-Côte d'Azur;4;24.0;12.0;88.0;12.0;-17.0;3.0
18/02/2020;Provence-Alpes-Côte d'Azur;5;67.0;39.0;159.0;25.0;-15.0;3.0
18/02/2020;Provence-Alpes-Côte d'Azur;6;12.0;4.0;103.0;15.0;-16.0;2.0
18/02/2020;Auvergne-Rhône-Alpes;7;2.0;3.0;24.0;4.0;1.0;1.0
18/02/2020;Grand Est;8;4.0;-2.0;42.0;-8.0;-19.0;4.0
18/02/2020;Occitanie;9;17.0;15.0;85.0;;-21.0;4.0
18/02/2020;Grand Est;10;3.0;-2.0;15.0;0.0;-18.0;4.0
18/02/2020;Occitanie;11;6.0;0.0;40.0;8.0;-22.0;4.0
18/02/2020;Occitanie;12;6.0;7.0;28.0;4.0;-21.0;4.0
18/02/2020;Provence-Alpes-Côte d'Azur;13;2.0;-2.0;25.0;0.0;-19.0;3.0
18/02/2020;Normandy;14;8.0;8.0;51.0;11.0;-20.0;4.0
18/02/2020;Auvergne-Rhône-Alpes;15;12.0;12.0;56.0;26.0;2.0;1.0
18/02/2020;Nouvelle-Aquitaine;16;2.0;0.0;7.0;7.0;0.0;1.0
18/02/2020;Nouvelle-Aquitaine;17;11.0;8.0;68.0;14.0;2.0;0.0
18/02/2020;Centre-Val de Loire;18;5.0;0.0;26.0;-2.0;-20.0;4.0
18/02/2020;Nouvelle-Aquitaine;19;5.0;6.0;12.0;15.0;0.0;1.0
18/02/2020;Bourgogne-Franche-Comté;21;2.0;3.0;23.0;6.0;1.0;1.0
